,ML True,DL True,Persistence,SVR,Ridge,RandomForestRegressor,GradientBoostingRegressor,AdaBoostRegressor,BaggingRegressor,RNNModel,LSTMModel,GRUModel,TransformerWithLinear,TransformerWithAttention
3495,15.8,15.8,25.3,14.080675093167883,-15.646172847380427,14.13099999999998,11.580711791376778,71.39834983498348,14.87,8.733643,18.222977,11.927216,10.006744,1.1441803
3496,16.7,16.7,15.8,18.970789446299932,-12.666812632318056,12.966000000000015,9.158667778056255,56.6957723577229,10.19,7.7387238,19.269104,12.597687,9.453629,-2.9211426
3497,-1.0,-1.0,16.7,8.645141313114095,-27.712530190598443,-0.713,1.754119631177471,60.555856573705846,-0.86,8.563797,7.6980286,2.871994,0.5892029,-7.730591
3498,38.9,38.9,-1.0,62.94169641548899,68.4152539446728,38.96100000000004,38.403855555077804,62.42599388379214,40.06999999999999,35.09854,29.268219,25.702667,39.242783,27.701843
3499,117.2,117.2,38.9,111.44140503569866,145.41152078443554,116.2740000000001,110.19062451434391,126.29242718446606,115.01000000000002,107.31862,118.26522,119.33814,118.63238,116.113556
3500,93.2,93.2,117.2,87.96038519016696,105.73443685311273,91.6,86.89774571493066,92.68919667590099,90.45000000000002,81.03157,85.368065,88.89782,88.660835,79.63254
3501,102.0,102.0,93.2,97.63843391923888,128.69106528168533,101.23699999999997,95.75145225330479,136.0894300518124,100.69,99.923164,98.0609,104.375595,105.7809,101.84547
3502,78.9,78.9,102.0,88.66967436422485,84.78664924958906,77.38199999999989,74.08338859071249,85.949609375,79.03,75.36836,77.16159,80.15877,82.87137,71.52005
3503,103.9,103.9,78.9,115.40109687244438,133.5801214297852,98.9889999999999,90.28818059034118,108.0073248407643,97.99,97.01431,97.05053,101.89294,102.774506,99.0181
3504,165.1,165.1,103.9,141.03252296572987,215.79944894803833,162.98700000000017,158.2542041147199,206.22399999999993,163.14,151.82274,167.08722,169.20511,156.7466,170.56067
3505,90.5,90.5,165.1,108.32989083107633,136.44990295266695,88.788,83.61882708450989,182.13675595238112,88.97999999999999,88.81408,86.982544,88.29522,91.47782,91.00855
3506,113.9,113.9,90.5,115.89565242194827,135.9843001418446,110.12999999999991,104.06537605284626,182.13675595238112,109.19000000000001,110.654,111.02814,110.827126,108.68302,101.48539
3507,226.3,226.3,113.9,231.35157565835294,237.3659543678001,223.0239999999997,216.1945103299654,206.22399999999993,219.56,212.6079,226.65756,225.74898,218.06592,215.50093
